,13-Aug-2026
The Nifty witnessed an intraday movement of about 120.2 points.The closing index was 0.16 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 111635.71
, Traded Quantity (in Lakhs), 41657.28
, Number of Trades, 34656553
, Total Market Capitalisation (Rs. Crores), 49198868.93

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,5PAISA,EQ,       391.65,                 21402731.05,54890
,601GS2028,GS,       102.00,                      102.00,1
,603GS2029,GS,        98.70,                   261769.40,2662
,610GS2031,GS,       101.00,                      101.00,1
,619GS2034,GS,        96.71,                       96.71,1
,633GS2035,GS,       101.00,                   410672.00,4201
,636GS2031,GS,       103.00,                    20706.00,202
,63MOONS,EQ,       800.80,                844901704.95,1046113
,645GS2029,GS,       102.12,                      102.12,1
,648GS2035,GS,        99.60,                   323780.00,3250
,654GS2032,GS,       100.00,                     2000.00,20
,662GS2051,GS,        92.45,                      184.90,2
,664GS2027,GS,       101.48,                      507.40,5
,667GS2050,GS,        92.80,                   482560.00,5200
,668GS2033,GS,       100.00,                    59996.00,595
,668GS2040,GS,        98.25,                    79338.35,811
,676GS2061,GS,        93.90,                  1356354.10,14453
,679GS2034A,GS,        96.87,                     9687.00,100
,68GS2060,GS,        93.30,                     1030.95,11
,690GS2065,GS,        94.90,                  1678935.43,17702
,692GS2039,GS,       100.50,                   472048.50,4697
,694GS2036,GS,       103.00,                    60639.00,596
,695GS2061,GS,        94.00,                    14303.30,152
,702GS2027,GS,       100.81,                      204.81,2
,704GS2029,GS,       102.00,                    55972.50,550
,704IRFC28,N6,      1082.05,                 10549987.50,9750
,706GS2041,GS,       101.99,                  2412019.90,24000
,706GS2046,GS,       102.50,                     1109.50,11
,709GS2054,GS,        96.47,                  3357035.67,34808
,709GS2074,GS,        96.07,                  1711001.29,17818
,717GS2028,GS,       101.65,                    10165.00,100
,718GS2033,GS,       103.50,                      103.50,1
,718GS2037,GS,       103.22,                 14046557.95,136967
,719GS2060,GS,        99.80,                    50000.00,501
,71GS2034,GS,       103.50,                   364528.83,3522
,723GS2039,GS,       104.40,                   135900.00,1300
,723TN33,SG,        95.10,                     9510.00,100
,724GS2055,GS,       101.52,                 10487408.44,103290
,725GS2063,GS,        98.21,                  8429348.28,85999
,726GS2032,GS,       107.00,                  1917750.16,17999
,726GS2033,GS,       102.55,                   512750.00,5000
,732GS2030,GS,       103.01,                    30903.00,300
,734GS2064,GS,       100.34,                  6680109.85,66767
,734TN34A,SG,        95.00,                     9500.00,100
,735MH31,SG,        96.60,                     9660.00,100
,735NHAI31,N9,      1102.31,                    61667.37,56
,735PY27,SG,       101.80,                    10180.00,100
,737GS2028,GS,       104.80,                   324501.95,3050
,737NTPC35C,NA,      1376.00,                    52288.00,38
,738GS2027,GS,       102.39,                  6675909.51,65248
,738REC27TF,N2,      1076.99,                   361439.39,336
,73GS2053,GS,       100.05,                  5557433.86,55636
,741GS2036,GS,       105.27,                  2517700.00,24002
,742KA35A,SG,        95.00,                     9500.00,100
,743GS2076,GS,        99.86,                   338440.16,3390
,743REC35,NH,      1195.00,                   951536.00,804
,744TN34,SG,        97.00,                     9700.00,100
,745MH37,SG,        95.00,                     9500.00,100
,746GS2073,GS,       100.89,                   276537.70,2741
,748KA37A,SG,        95.00,                     9500.00,100
,74GS2062,GS,       102.00,                    45390.00,445
,750GS2056,GS,       101.00,                   333372.01,3312
,751HUDCO28,N5,      1063.11,                  1622248.82,1526
,753IRFC30,NJ,      1134.51,                    59000.40,52
,754GS2036,GS,       106.81,                 28961911.95,271066
,760PFCL35,N3,      1207.00,                   167773.00,139
,762NTPC35F,ND,      1248.90,                   443053.00,363
,764HUDCO31,N8,      1126.99,                     1126.99,1
,764IRFC31,NO,      1144.10,                  1310976.32,1146
,764NABAR31,N2,      1109.00,                    56556.25,51
,769HUDCO31,N9,      1129.10,                   112930.80,100
,769NHAI31,NE,      1147.55,                  1159755.35,1011
,76NHAI31,NA,      1114.75,                   690037.75,619
,771GS2066,GS,       104.53,                   138377.50,1328
,774IREDA31,N7,      1124.51,                    24739.22,22
,775PN36,SG,       100.54,                    80432.00,800
,777MH44,SG,       103.76,                  1898808.00,18300
,779AP42,SG,       100.00,                    10000.00,100
,783KL49,SG,        98.00,                    78100.00,800
,783MP48,SG,        99.00,                    29700.00,300
,797IGT31,NL,      1000.00,                    30050.00,30
,79NHIT35,N1,       310.00,                    48686.01,157
,79NHIT40,N2,       309.50,                    10240.90,33
,79NHIT47,N3,       416.00,                   288288.00,693
,805ABCL28,N5,      1067.00,                   480150.00,450
,810IRFC27,N2,      1078.10,                   180033.79,167
,812REC27,NI,      1020.70,                  2273351.96,2225
,813GS2045,GS,       113.99,                      113.99,1
,81TCHF28,N8,      1013.98,                    86249.60,85
,820IIFL27,N9,       999.90,                    40995.90,41
,824GS2027,GS,       105.88,                   194707.00,1854
,829PFL29,N6,      1084.00,                     1084.00,1
,82HUDCO27,N2,      1052.00,                   840410.00,800
,82IGT31,NJ,      1042.99,                   469961.81,451
,830NHAI27,N2,      1083.03,                  4051632.81,3740
,830PFCL27,N5,      1081.00,                    32410.20,30
,835SCL23B,YM,      1050.00,                     6300.00,6
,840CIFCL28,N4,      1033.80,                   414553.80,401
,840IRFC29,N8,      1095.05,                    36136.65,33
,842IIFL26,NL,      1000.00,                   749696.00,750
,843IHFL29,NC,       980.02,                   723528.35,736
,846REC28,N6,      1120.00,                    20160.00,18
,848AEL29,NJ,      1035.00,                    20590.00,20
,84TCHF28,NA,      1053.05,                     2123.05,2
,850HMDA43,N0,    105158.29,                  1682532.64,16
,851HUDCO28,NB,      1128.15,                 25383375.00,22500
,852IIFL29,Y5,       992.00,                    92480.75,93
,860AEL28,NH,      1045.50,                    19867.20,19
,863NHB34,N3,      6450.00,                    77400.00,12
,865IIFL28,NS,       995.17,                  1136596.90,1142
,865IIFL31,Y6,       999.00,                   559936.00,564
,865IRFC29,NA,      1108.00,                   122079.00,110
,865LTF26,NN,      1062.85,                    11692.60,11
,865TCAPS27,N8,      1013.58,                  1212151.20,1196
,868NHB29,N3,      5596.05,                 25182225.00,4500
,870IIFL28,Y7,      1014.07,                    35492.50,35
,871REC28,N9,      1119.10,                  1169154.50,1045
,875IIFL26,NM,      1058.18,                   848222.05,804
,875NHAI29,N6,      1119.00,                   892660.30,802
,876HUDCO28,ND,      1139.00,                  1393326.70,1225
,879NHPC28,N5,      1131.99,                     7923.93,7
,879SCL30,N0,     98457.31,                   393829.24,4
,87HMDA36,N0,    105130.14,                  3153904.20,30
,87LTF27,NH,      1015.00,                    11171.00,11
,880IREDA34,N6,      1279.00,                     7676.97,6
,885AEL28,NB,      1014.00,                    60840.00,60
,885IIFL29,Y8,      1010.00,                   342390.00,339
,885TCAPS29,NC,      1039.97,                     2079.95,2
,888ECL28,N1,       997.50,                     3990.00,4
,889SCFL27,YC,       998.00,                   224986.00,227
,889SCL26,NS,      1077.00,                    39869.00,37
,889SCL28,NU,      1017.00,                   305100.00,300
,890AEL31,NN,      1060.00,                    35759.50,34
,891NTPC33,N6,      1276.62,                   197890.50,155
,892PFCL33,N8,      1280.00,                  3054892.56,2387
,893NHB29,N6,      5585.00,                   614250.00,110
,894SCL27,ZY,       660.00,                    85200.00,140
,895AEL27,N9,      1005.01,                    64874.53,63
,897GS2030,GS,       113.98,                    48445.00,425
,897MOFSL29,N4,      1035.00,                   206525.00,200
,898LTF29,N7,      1079.71,                   554916.96,516
,8SMC30,N2,       510.00,                     5100.00,10
,901HUDCO34,NE,      1287.49,                   784957.90,611
,901NHB34,N6,      6400.00,                  1728908.00,272
,902SCL28,N1,      1002.76,                    50138.00,50
,903SFL28,YI,      1035.00,                   141795.00,137
,905LTF27,NF,      1030.25,                     1030.25,1
,905SC24B,Z9,       986.00,                    42443.00,43
,915AEL28,NC,      1018.50,                     1018.50,1
,915APSBC32,N0,    104864.25,                   104864.25,1
,915APSBC34,N0,    106740.00,                 10780841.65,101
,91D081026,TB,        98.92,                    19584.00,200
,91D200826,TB,        99.82,                     9982.00,100
,91D291026,TB,        98.80,                    98800.00,1000
,925ECL28,N2,      1021.03,                    62284.93,61
,925IHFL25E,N8,      1000.00,                    54005.00,54
,925ISF28,N0,      9810.00,                   529740.00,54
,925ISF29,N0,      9762.00,                   712626.00,73
,92GS2030,GS,       114.67,                   395497.67,3463
,92SFIL28,ND,      1050.00,                   105000.00,100
,930AEL30,NF,      1045.00,                    20900.00,20
,930APMD27,N0,     75500.00,                   528068.00,7
,930APMD28,N0,    101560.00,                   101560.00,1
,930APMD30,N0,    103650.36,                   621072.80,6
,930APMD31,N0,    104520.00,                   207131.01,2
,930APMD33,N0,    106000.00,                   210775.00,2
,930APMD35,N0,    106999.00,                   320997.00,3
,935TSI27,N0,    101300.01,                   202600.02,2
,935TSI34,N0,    107500.00,                  1075000.00,10
,93MOFSL34,N6,      1058.99,                    78415.26,74
,943ECL28,NJ,      1003.98,                   127586.72,127
,948SCL26,N9,       540.00,                    33300.00,60
